NIF;clave;nombre;direccion;latitud;longitud;frase
47953677K;2vs6Na;Raf Straniero;36348 Buell Drive;42.115001;-0.951482;No gracias Solo estoy mirando
41968655G;p80oMRo;Wally Maddigan;8 Lake View Trail;40.017635;-3.874879;Voy a jugar al tenis
90153195W;uulIQwgf;Elmore Esherwood;9 Ilene Terrace;38.539596;-5.165795;La compania quebro
96739941G;lqJxj7;Ingrim Casey;346 Tony Way;39.901213;-5.11708;Me encontre tumbado en mi habitacion
39086267M;GkJPb6kC;Ezmeralda Tipping;57072 Bay Plaza;41.369712;-6.197679;Cuidate
57299599Z;Z168f78kDcya;Orson Bayly;33540 Pennsylvania Way;40.40258;-6.662901;Perdone podria decirme como llegar a Central Park
06874382K;qT8wVFY;Linnet Valek;1162 Eggendart Junction;40.123438;-0.603623;Somos australianos
84155008X;XJdCM2U3FY;Carie Kinahan;05961 Dahle Point;39.841016;-8.367466;Es muy divertido aprender esperanto
16131316N;CTesIV0HDT;Heidi Gritsaev;7 Schlimgen Plaza;39.447467;-8.16997;Mary y yo nos hicimos buenas amigas
79141169G;Aqv9Iua;Cletis Yedall;646 Barnett Street;41.790972;0.800118;Mary y yo nos hicimos buenos amigos
57008927W;TlXXLq1;Persis Altamirano;1882 Carey Alley;37.817607;-5.305233;Termine rapido de comer
09696906T;fM8PQPa;Sansone Heis;882 Forest Dale Road;42.632252;-1.32752;Ella habla bien espanol
47637893N;GSZaySawjQO;Britta Bestwall;880 Saint Paul Avenue;40.127766;-2.727238;Finalmente el enemigo se rindio
55179179Z;D2KgsppODTB;Man Stodhart;68 Manley Plaza;37.934333;-1.32115;Esto es todo lo que se de el
17498867Z;ZPWDAotg;Amelita Enevold;29536 Logan Hill;38.460121;-7.4999;Cristobal Colon pidio que se le dedicara toda una semana de Colon para celebrar su gloria pero al final solo consiguio un dia y unicamente en America
58098056V;jA7gW2U;Filmore Loidl;068 Old Gate Drive;40.644665;-6.29135;Un astuto cazador Cristobal Colon una vez se puso una caperuza roja y se adentro en el bosque Sin dudarlo atrajo al Gran Lobo Malvado lo atrapo y se llevo a rastras al lobo que gritaba de vuelta a su barco
99553748A;6OBEWyvt4;Lonna Gallally;518 Grover Place;39.589877;2.584377;Una vez Cristobal Colon se encontro con Betty pero NO fue asesinado
40598511U;dzmZG5LS8Aod;Elbert Farish;674 Fuller Center;36.415672;-4.528385;WalakumusSalam AlSayib respondio Dima aumentando el volumen de su telefono esta vez para evitar hacer de esta una oracion duplicada Que andas haciendo estos dias
31331103M;QlDnnglHLlt;Andres Poulett;7 Saint Paul Center;36.383494;-4.309548;Cristobal Colon bebia agua de mar pura
14508579M;LXhTRYax;Averil Varran;2 Rowland Pass;41.371974;-5.750335;Ella se puso gravemente enferma
57462219N;6G0wx4PKwGP;Raoul Unitt;44081 Lien Circle;39.03803;-0.205822;Porque estaba asustado
13578800X;H5z5Bxwbhscv;Menard Matissoff;9 Trailsway Pass;41.966967;-8.436659;Cierra los ojos por favor
71280145W;11mQVqu9I;Janeva Borghese;4 Old Shore Road;41.925464;1.876825;Cristobal Colon se bebia el agua de mar de un trago
70705336F;WMvD2CotlG;Yance Tapping;753 Hanson Court;36.983523;-3.262705;Cristobal Colon aborrecia las inexactitudes historicas
29538316J;gF7SbSD8vbow;Angelique Bradburn;01558 Northwestern Lane;35.870593;-1.352164;Has desayunado esta manana
75353440B;Ctnon46TOi5u;Eberto Flannery;862 Cascade Center;38.763654;-2.428358;Cuantos hermanos tienes
74010704Y;Nv9Yvk0;Lynnett Paddick;76338 Summerview Circle;39.661458;-0.754464;Antes era estudiante de instituto ahora soy universitario
40074476S;2nnlX07jitSn;Viviana Goldby;1 Acker Terrace;42.766388;-7.584839;A el no le gusta el beisbol ni el futbol
61482335C;KZvhfg;Cynthia Schonfeld;3537 La Follette Place;40.63868;1.915712;No te olvides de venir a recogerme manana a las seis
77409303C;abV5VAE;Kristan Miko;6 Dahle Park;41.624027;1.283903;El se fue a las 4 de la manana
01233413Y;NmpRbGvJrt;Cathee Surgen;59 Waxwing Road;43.034317;-1.50204;Ayer ayude a mi padre
16117177B;qPNxFcw;Meta Machon;661 Melvin Plaza;38.303161;0.101162;Puedes ensenarme
62334347O;5mTTKG;Blayne Szymaniak;51 Barby Drive;42.980556;0.21196;Todo el cuerpo me duele
66912035P;YZzlWfh5kvOG;Lazaro Ferencowicz;6927 Red Cloud Alley;36.07157;-2.789287;Los acontecimientos recientes le han afectado profundamente
75650288I;r28tsEz1Z2LU;Doroteya Freebury;00 Bluejay Park;36.176154;-9.109649;Me gusta jugar al tenis y al golf
11355939I;bhv4wK6W6j;Nero Whitten;36069 Artisan Place;39.627621;2.816726;Para muchos hombres gay salir del closet es una experiencia dificil
07351999C;XdwfK9;Lorne Moors;07554 Shopko Court;36.732662;1.278997;Para muchos homosexuales salir del armario es una experiencia dificil
46490797F;WDJKp08Mz6ax;John Assel;208 Oak Way;36.428243;-0.518883;Hasta la vista
23687037S;IsQp7odlnc;Rudyard OHengerty;0 Rieder Lane;39.959781;0.360609;La rata esta aqui Vete a llamar al gato
91301445Z;Cubm0D;Lucias Mattack;339 Stang Junction;36.215567;-0.152378;Ella llevaba un abrigo azul
83472246R;p0GAnWP;Valle Sheldon;82 Surrey Terrace;38.513384;-8.544622;Esta manana me levante tarde
21939436U;Jf6rZrTrfo;Tatum Ullett;049 Erie Parkway;41.160892;1.925721;Ojala tuvieramos mas tiempo
19375382Q;ShiKuV;Katharyn Chant;67679 Anthes Alley;37.525683;3.212283;No puedo hablar tan rapido
47449052B;VFDpeFU;Aliza Bride;2 Esch Circle;39.569287;1.504704;Tengo un par de libros en ingles
51275181X;draA9OPv;Annemarie Wigan;5 Milwaukee Hill;35.927287;-4.257682;Solo tenemos te
44105512N;Ck1edgFQ;Horacio Hantusch;004 Petterle Alley;36.880387;2.720577;Papa me compro una camara
60145045L;R7CYyDIDK;Reba Fraulo;02 Becker Park;37.05783;-0.232895;El es maestro de ingles
62966488A;BX7aXw;Schuyler Ramshaw;521 Pond Drive;40.20833;-2.367774;Ella se caso con el a los 20 anos de edad
57633357W;WJxo0F;Giacinta Donaway;5460 Lukken Parkway;40.397688;-7.541016;Cierra la puerta
64569896N;AtdW0BuqcQ8m;Silvan Greenstock;72 Sunnyside Plaza;41.301361;0.645045;Te gustan las serpientes Por supuesto que no
45569046W;evSftN4c97S;Tamarra Points;478 Shasta Park;40.383638;-1.642464;Quisiera informacion mas detallada
36010116D;bSWM7nC;Sharline Miskimmon;2 Jenna Point;42.056648;-3.167464;Me gustan la geografia y la historia
38384222W;5p7iDP;Angelique Grinishin;079 Green Lane;36.348242;-4.28885;El comenzo una nueva vida
43026718T;WvLqAq;Sebastien Diggens;10 Summerview Pass;36.59827;-1.290042;La mayoria de las grandes companias japonesas dependen de la exportacion
41821611D;ajZI6Qy;Fidole Woodburne;822 Fisk Plaza;35.931248;1.541388;A veces pierde la esperanza
95867023Z;7jf8Ujssd2G;Carolyn Dibner;75 Boyd Drive;41.400669;-2.56641;Esta silla es muy comoda
41844832M;TzDcKBg;Karim Stonnell;39434 Kipling Drive;42.477241;1.637885;El ve la television todos los dias
81041382X;yJgIIo8zy;Alanna Narducci;78942 Comanche Center;38.99044;-8.730519;Ahora seria mejor que nos fuesemos a casa
08233725Q;m1DwwfzpPH;Madelyn Newsham;4139 Autumn Leaf Alley;40.144251;3.27954;Que hora es Son las tres y veinte
62724941S;1oX19UaM;Marcellus Sallowaye;4 Green Terrace;41.639952;-2.985335;Me levanto todos los dias a las seis
62447108W;uJb1LGn9e;Cybill Shreenan;0 Kedzie Parkway;36.109474;-9.8968;Firme aqui por favor
14339516Q;rqcjOm;Beryle Cottee;4 Glacier Hill Place;41.19081;1.763997;Firma aqui por favor
29044377Y;0vosAAt;Janetta Rumble;567 Cherokee Junction;42.955719;-4.51371;Firmen aqui por favor
90418344D;Q9V0Bz5;Myranda Stubbley;8958 Twin Pines Court;41.366876;-1.949233;Firmad aqui por favor
46120295E;DEFnhONFKTu;Leola Prantl;22734 Maryland Terrace;41.544268;-2.412326;Quien es ese hombre
54525966N;GDCkX7M4C;Brnaby Strut;0435 Crowley Pass;40.221742;2.808804;Quien es aquel hombre
24153263G;qtFqtbZWC;Bob Nuttall;6 Main Road;40.661748;1.756116;El me cogio de la mano
24293223C;IItLi8WESR;Bail Snodin;4 Golf View Plaza;38.854683;-1.77586;Ambos somos estudiantes
58643085T;781RbIHT;Vinny Chalice;0 Pond Alley;40.803116;-1.454279;Tanto vosotros como yo somos estudiantes
74824275E;m0TQlkMgt;Riane Colt;066 Brown Place;39.066166;-7.43428;Somos viejos amigos
45268290F;bj5APLTOpT;Gerhard Rowler;4093 Mcguire Way;37.719182;-4.412623;Hoy hace viento
58991926Y;6veZz3CmFBE;Rockie Davidowich;7 Warner Street;38.632662;2.331141;Que la fuerza te acompane
45575124Z;tBRXcd5RJ;Floyd Grills;32 Dennis Parkway;41.024844;2.617174;Ha perdido interes en la politica
50349041L;nqOTyCT;Noland MacGilmartin;95468 Michigan Way;38.384758;-7.211866;No es facil enhebrar una aguja
59899768Q;uXyXPPjWbx;Judah Feek;9 Scofield Court;41.567643;-8.741536;No os senteis en este banco
78910182E;lxjlRMdaNbu;Jacinda Espinoy;2 Texas Pass;40.272414;-8.160363;Mi madre esta ocupada cosiendo
84022357A;G2zkPeHPbo;Rock Lelievre;262 Roxbury Plaza;42.086633;-6.921213;He estado ocupado
10093514P;1yGbWnMrqW;Laurens Dahler;202 Mesta Trail;36.381461;2.366136;He estado ocupada
18409898X;h6Ahlty;Prudy Stonehouse;5 Fallview Pass;39.394999;1.249161;Estas blusas son de manga larga
28718436E;CgCdjei0dE;Luisa Christophe;33 4th Pass;43.206337;-8.89412;El pequeno Johnny se pee en la clase
68856864Q;GatudtppZBf;Dore Kewish;084 Sachtjen Plaza;42.42619;2.12238;Tenemos un gato y un perro
81192018P;y6Xsz6Q;Miguela Betterton;659 Darwin Drive;41.938259;2.894359;Soy un buen marinero
19234312G;nOL1rgEpH;Elga Newcome;06 Lukken Avenue;36.49528;-2.508652;Ella rompio la carta despues de haberla leido
12909452Z;0d7g3l3w;Carlotta Kinglake;7533 Northwestern Trail;36.592503;-4.987242;Puedo llamar a Londres desde aqui
68469894F;zbRMKu8iCSgx;Hollyanne Derry;69667 Haas Drive;37.7291;-6.141108;El ha estado en Hokkaido
05585299D;FEqkoAzkj5;Hilde Blaker;13 Messerschmidt Avenue;41.333099;0.669836;A ellos les gusta el ingles
59558293R;Crn1o34SYpBz;Lincoln Picard;677 Lien Park;37.743685;-8.629612;Cuidado con el perro
41784911S;gRFCJs;Kristal Durman;53330 Dennis Street;41.376382;-5.977427;Vinieron todos menos Jim
56328462V;9Ym7B3B;Daloris Gregorio;545 Ruskin Avenue;43.06214;2.12986;Intento cortejarla con poemas de amor
50025605K;gEEon0;Lynnet Kydd;4 Hollow Ridge Street;38.462881;1.546341;La boda tendra lugar en una iglesia del siglo XVII
30116470F;EPFm1LhtopLL;Wendeline Hurich;07727 Bay Pass;40.727915;2.65706;Tengo mucha hambre
72146999Z;xPciGi9;Ambur Fossey;56591 Texas Junction;36.54304;-2.847038;En el pais de los ciegos el tuerto es rey
02032063E;5koWmbKtE;Wells McReath;361 Del Mar Drive;37.567746;-6.940201;Llevo mi camara alla donde voy
80606731K;BWSjKlquQG;Addie d Elboux;7 Norway Maple Street;38.523496;-4.387006;Deberias estudiar mas
07224079E;0yPG3FVCOzUC;Christen Mayhew;84944 Pleasure Avenue;36.861485;-8.419637;Entonces cogieron dientes de leon y se los pusieron en las orejas
88906896V;QYU1qTnmr0S;Eartha Grason;590 Portage Road;40.389459;-6.324877;Yo era lo que tu eres
76932304A;NSgP9gA;Codi Pettitt;0 Spenser Street;36.353534;-7.283806;Hay algo que pueda hacer por ti
74535536T;CTSFOL3;Nevil Colegate;5800 Independence Avenue;39.519958;-2.73842;Aunque sea joven el nunca pierde el tiempo
44542619X;8KFilU;Ddene Scollan;9 Oneill Plaza;40.875868;-5.376197;El aparco su coche en frente del edificio
99639506X;DIDx51vs;Kinsley MacGlory;8311 Union Terrace;41.790055;-7.48523;Quiero comprar
86478144W;es0owIR;Cheston Hebbes;928 Cottonwood Junction;36.858465;-6.242038;Me dormi escuchando la radio
33965974V;PasKeAAtA;Veda Filintsev;87684 Linden Center;38.579179;0.609287;La estacion no esta lejos de aqui
73532016W;iVTrOGRKdxAc;Ivonne Harly;990 Ruskin Drive;37.622677;-7.94803;Deberias haber tenido mas cuidado
04840750Z;1oj8BaNf1;Jodi Steet;32761 Service Alley;41.175275;-4.740878;Lo siento pero no puedo ir contigo
52723269X;UXNF8Ub;Tyrone Harfleet;6 Shopko Trail;40.626338;-0.628721;Deberias haber rechazado su oferta
57308632J;b78ZrnC;Appolonia Abrey;16 Mayer Street;39.669987;2.179884;Nunca llego tarde a la escuela
99770015P;sCrQ7dIyUX;Carmela Winchester;6056 Paget Center;40.635844;-7.400125;No me dejes
49939452W;vyVH9PYbe;Ulla Flay;107 Thackeray Street;40.623401;-5.734805;Te devolvere el CD dentro de una semana
30118205A;k0KNENVB62;Eben Vittet;8 Rieder Lane;42.195227;0.892677;Helen este es mi primo
27635765N;XtDslGT;Fleming Elden;293 Eastwood Hill;36.373633;-5.242549;Helen esta es mi prima
70415987G;omHxtIVAB5;Elisha Denyakin;2939 Oakridge Avenue;36.584004;-4.82592;Ellos estan a favor de tu plan
04425178T;7HwTxTQ;Cornie Undrell;75039 Blue Bill Park Junction;39.106264;1.804267;Ellos estan a favor de vuestro plan
26995707L;4g9qhvGg;Noemi Shurrocks;35 Utah Point;41.606496;2.568459;Carol estudia espanol desde hace tres anos
54172694G;uQ0LvqN;Kristy Memory;85460 Main Terrace;41.484315;2.699062;Alguien tiene que cuidar del paciente
17059369Q;hdqCX9CM;Cecile Danev;0022 Dayton Point;35.98585;-7.190174;Peso mas o menos 60 kilos
89512375F;DffScyYE;Mordy Thebeau;995 Di Loreto Avenue;38.935597;-6.247547;No lo lamentaras
83632516B;wPlIwFOPam;Desdemona Godfree;5286 Bluejay Crossing;42.603922;-3.420237;Admito que tiene razon
65383368R;vymSY1lbr;Yettie Caplan;1255 Mccormick Alley;37.094993;-6.439673;Te recomiendo ir en tren
31633064B;I1h1fgT9BaxR;Tresa Jackett;1 Sommers Drive;37.647997;-1.78552;No contradigas a tu madre
22222317E;NXNXnZmTA;Robena Timmens;6529 Evergreen Pass;41.682317;-6.500705;No contradigais a vuestra madre
78318595P;lmasQPe0G9;Axe Geindre;25362 Warbler Plaza;37.477666;-4.495881;Cual es tu comida favorita
35767365Y;Tzw7cSrH;Traver Freegard;12572 Hoard Plaza;39.155552;-6.273555;Cual es vuestra comida favorita
46289593I;EDDYCZbuBt;Saree MacSkeaghan;53 Village Green Road;42.023184;-8.872359;El cielo se puso cada vez mas oscuro
63107372J;0FaJBvty;Eddie Koopman;2 Clemons Avenue;35.912197;-2.483534;A mi abuelo le gusta andar
66761287X;QolrdOkBECP;Carmita Jorcke;065 Moulton Lane;40.611613;-6.48185;Es su unica eleccion
36560807K;1Dd8JW;Marquita Denisyuk;38725 Spaight Pass;42.764092;-1.947192;Asociamos el nombre de Einstein con la teoria de la relatividad
87207022J;in3hqTpz;Melita Adicot;43 Express Plaza;43.155851;-2.461294;El no podia dormir por causa del calor
36545803R;JpGaA4X1Q5N;Gauthier Lambricht;180 Johnson Point;40.185171;-0.350493;Los fideos suelen estar hechos de trigo
34742171O;x4yoSW6Wdaw;Rianon Maving;85 Schiller Park;42.074779;-2.61065;Parece un poco cansado verdad
31094514L;Hy9f1SB;Carolin Neiland;7809 Ronald Regan Trail;38.475143;-5.70363;El primer paso es el mas dificil
77440085V;JVVvXxfc8bg;Christen Stuke;50960 Dixon Place;41.831498;1.50305;La brisa ligera trae el olor fugaz del sexo de las ninas
48451740O;VCDIkSn5;Colline Demkowicz;95 Vermont Avenue;37.01511;-2.357475;Puedes disfrutar de tu tiempo libre
44293148I;8ryQuf;Risa Bisseker;6 Riverside Way;35.89674;0.13584;Eso suena muy interesante
86360198G;kcJPfckPLEa8;Sashenka Marle;5 Judy Court;39.938718;-8.14988;Tom es el alumno mas diligente en la clase
59174417O;Aj9C47FGNo;Anselma Padfield;97 Autumn Leaf Center;42.926155;-6.739738;Ella no cumplio su promesa
15778707E;9sNE61romexE;Cameron Mustard;32 Lotheville Hill;42.696944;-5.891074;Estoy ocupado
36631489X;KZFtXoF;Boniface Kingwell;533 Cardinal Pass;42.510175;-5.250255;Quiero cenar en un restaurante
34105233Z;74lroGMTwWHA;Temple Carmen;7 Stuart Parkway;42.816176;-7.517327;Su idea es mejor que la tuya
87006610G;B0TkchK56;Bernadette Lebarree;12 Dexter Trail;38.836554;-2.48429;Ella estaba muy atenta durante su discurso
79527109S;Ntxnack6Ove6;Orson Marriner;11109 Spenser Park;41.303513;-5.256066;Puede que algunos funcionarios hayan sido corrompidos
67273291R;8cqVopC;Alard Sivorn;727 Coolidge Alley;39.288668;-5.75809;Lo que dices dista mucho de lo que el me dijo
57786678W;trxUXI;Iver Newbigging;7 Fordem Alley;36.746418;-7.605367;La maquina es tan delicada que se rompe facilmente
60673147A;1XI3dpibauUN;Dudley Tofano;19 Bunker Hill Road;41.975299;0.23149;Me arrepiento de haberte dicho
63039264B;Jq2tyCpup;Almeda Riddiough;3 Ridgeview Way;38.868775;-2.842633;En sentido estricto su respuesta es incorrecta
98063848I;AKG1lbCf;Archy Emery;14090 Center Street;40.846328;-6.183704;Puedes discernir lo que esta intentando decir
42745122B;ziV9kO3CR;Boot Sisnett;7284 Jay Junction;38.450777;0.931812;Dice que indagara sobre el asunto
35456463W;G0V1SYP8Dl;Leoline Martello;732 Eastwood Terrace;38.597562;-3.203469;Ibas a la escuela
70531650L;b9cuOiZt8;Willie Fishly;9 Oxford Junction;36.421658;-8.42975;Este cuarto es demasiado pequeno para nosotros
41401338F;f1xBwr;Nobie Davsley;352 Marcy Avenue;39.348181;-8.9581;Le di un golpe en la oreja
30869998O;bDY1H4;Kirby Bishopp;7 Westridge Lane;41.851374;-0.553818;Daniel les dio las gracias a los policias
53207866D;U0vsSIhY;Teddy Seine;2329 Novick Circle;41.744649;-3.316185;Toda la ciudad esta al corriente
30886078W;6atf30UW;Devy Gosnall;530 Debs Drive;40.866648;0.852157;A veces juego al tenis con ella
18033045U;SH7FJ4;Reggis Menhenitt;6508 Morrow Avenue;42.794625;-3.937774;Dejenme pasar
33404803E;yqt4MP;Chelsey Stowe;78 Rigney Trail;42.157448;0.331153;Eres diez veces mas pesado que yo
11524680W;6Q5sbDV2uK6m;Cynthia Hanretty;80416 Thompson Court;37.802507;-6.645622;Estudiad
03232564J;V8EMtggx;Collette Huntriss;3183 Packers Lane;41.989419;-8.660452;Un nino pequeno necesita a alguien a quien poder admirar
38394751D;3TB2JiSJeCFP;Bobbie Scotson;9253 Eastlawn Way;36.329913;-1.925251;Que esta haciendo
29182889Z;I4DQWChJINW0;Cheri Puckinghorne;7099 Dennis Court;40.904226;-2.229086;No se a quien debo dirigirme
09755057M;yy3vlCq;Mary Orrey;518 Warrior Road;37.78985;-5.124883;Toque el timbre y espere
91124946U;uRlPNtAif;Taryn McGraffin;99 Scofield Road;41.254286;0.373533;Quien esta en esta habitacion
49723755P;F7ffmm9ADp;Thekla Ventum;973 Dovetail Court;41.582555;-3.63905;Soy panadero
85788774Y;11CSU4XYV;Jilleen Bream;5 2nd Trail;37.065245;-6.50213;Hay que esforzarse al maximo en todo
18264970C;hHxpS4QAdd;Gloria Camm;67 Coolidge Alley;38.983762;1.202772;Ella era diferente de la mayoria de las mujeres del vecindario en que sabia leer y escribir
63895234J;p8Lqk9hot;Mirelle Crome;427 Parkside Terrace;42.155485;-1.4937;Ayer me encontre con Mary en la calle
19222573N;KSWBng2q;Perl Goodacre;97997 Messerschmidt Circle;36.13223;-5.63071;Tu pelo esta demasiado largo
40892087S;rUJZ3jwUCyy;Giorgio LHommeau;04 Caliangt Road;40.836734;-4.805925;Tenia miedo de perderme en la oscuridad
65587809M;fiP9528;Persis Lamp;3 Glendale Plaza;37.635528;-3.497995;Que perro tan inteligente
88295642T;MXSfQ0Y;Imojean Goodinson;7849 Redwing Park;39.646714;-0.478476;Que inteligente es este perro
36609875W;U5GhXcUc3;Britta Ewbank;4236 Summerview Way;37.72513;0.497867;Ella es una enfermera
96919831T;PXnWZmDiGy9;Edmund Sebastian;47 Village Green Pass;37.446548;1.31928;Tienes que darte prisa
57685109G;9Lpmeweu;Cobbie MacBrearty;46513 Redwing Alley;42.811635;2.455998;Los pajaros estaban cantando en el cielo
07847711X;unc33ppIky;Garrik Franiak;57119 Del Sol Pass;40.618454;-5.335091;Se trata de un restaurante de comida tipica finlandesa
14370812L;R16ZPArPh21Y;Israel Cantrill;6072 Moulton Street;37.56389;-3.22008;Ha cambiado mucho y ya no es lo que era
95357571V;qUA3v0bCH988;Luke Dowthwaite;54 Barnett Crossing;37.574222;1.843698;Te diste cuenta de ese tono extrano en su voz
39399063E;vWbBhg5mDckF;Chadd Cruse;65553 Almo Court;43.246523;3.9541;Una vez Shinichiro Watanabe penso en hacer un anime sobre Cristobal Colon pero llego a la conclusion de que ni siquiera el anime era lo suficientemente expresivo para retratar con fidelidad la genialidad surreal de las hazanas de Cristobal Colon
20091758Y;KUIxs8ZoX0p;Xerxes Harsnipe;92 Rutledge Parkway;38.146503;-3.357512;Cualquiera de vosotros puede hacerlo
40807871V;PLlmxQqq3Ug;Camala Cardwell;4 Sauthoff Way;39.151695;2.163441;Puedo apagar la tele
03834597Y;9qg35y9OMu1a;Ermina Farraway;682 Michigan Plaza;41.746674;2.389912;El estaba decepcionado
52178505R;Q7TjJSfMJpFb;Tarra Mowday;0 Waywood Alley;36.482129;-5.715271;Como te dije antes esto tambien es parte de tu trabajo
86393028N;j6R2HiPP0;Bettine Eyers;3 South Street;41.843147;-1.436949;Tienes que estar ciego como un topo si no podias verlo
26938631A;cSi5bN0JNGf;Zedekiah Korba;96 Melody Court;38.850287;0.160884;Su hermano mayor tiene dos anos mas que yo
83142825V;iQBknuJWa;Moises Lowbridge;70 Rowland Trail;36.779839;-5.467382;Cometiste el mismo error
25391464L;uo7l2PGVm;Fields Aindrais;89125 Acker Center;38.851482;-0.217133;Has cambiado mucho
24027711E;hKbAvoAPFcic;Dory Snailham;03 Russell Pass;38.89204;-5.67259;Ganamos la batalla
11509083U;CVaywH;Sharlene Fontin;49 Bellgrove Court;37.984842;-3.388971;Los ninos estan dormidos
80393334P;vzKfVHSpEfo8;Holt Goalby;5 Sunfield Drive;40.496919;-0.95357;Estoy comiendo fideos
39116303L;wDOT7VZi;Juliet Twining;488 Annamark Parkway;41.154317;-0.614808;El se puso palido al oir la noticia
34052014O;pcjlyALjCAy;Abbie Kollasch;4600 Claremont Alley;36.240576;1.605224;Dima AlSayib estaba tan sorprendido que dejo caer su Fanta sobre el ordenador arruinando asi su caza de novatos Dima Eres realmente tu
20140156L;yHzczB0snpdV;Cord Franzonetti;92893 Brickson Park Way;37.456467;0.554615;Rodeado por hordas de vampiros una vez Cristobal Colon tuvo un epico duelo de espadas con el conde Dracula en el castillo de este Despues de que el conde le cortase la mano a Colon este la cogio lentamente se la volvio a poner en su sitio y procedio a derrotar al conde
13661765M;kh8MtjKdu3j;Wilmette Paffot;6154 Heath Drive;42.45569;-1.878963;Hoy vamos a jugar al beisbol despues del trabajo
92874035V;uywGZiA;Elana Whitford;3161 Schmedeman Point;39.667692;-5.965898;Escribio un libro sobre sus aventuras en la jungla
37443591Z;GfkQIeCGjYb1;Antonin Tizard;5 Monica Drive;40.014543;-6.828153;Tu ayuda es indispensable para nuestro exito
34061606Z;GYecaX7;Karen Mildmott;0398 Blaine Circle;41.739863;-7.985217;Y si yo fuera gay seria eso un crimen
26781808B;VFmXQFV9x3fb;Rochell Meadows;1 Dennis Court;38.375207;2.619759;Donde puedo comprar un boleto
64791722A;bIJBTghC;Klemens Eddison;3692 Crownhardt Road;36.977668;-3.54969;No soporto a ese tipo
12933717J;bIBhOdInGTh;Michal Windsor;13 Cascade Park;37.453895;-7.119045;En pocas palabras creo que es un payaso
23682105E;FqZo69Gn;Cosette Acome;760 Forest Avenue;41.743221;-6.729483;Disculpame por favor por haber dicho una mentira
69197481W;nY3Nsy1i8;Aggie Hoyle;35205 Division Lane;39.323656;1.34057;Que tiene checar mi email cada 15 minutos
23476688R;FyeWDuzd0X;Lulita Trehearne;91 Dawn Circle;42.287051;2.660516;Damon me mostro su album de sellos
53611976F;BL1jsHIieBvl;Walther Kenafaque;21 Corscot Plaza;41.113618;0.832988;Pongamos todas las cartas sobre la mesa
35842077D;a2RfhLy3Zn;Gaultiero Amsberger;0317 Jackson Point;36.737219;-0.785331;Ahora eres un adulto
15884727A;pobhlh2;Grantley Prover;5 Heath Crossing;42.271992;-5.591766;El se expresaba muy bien en ingles
45549235W;ArUlfL;Helenka Cobbe;7 Charing Cross Point;36.047186;2.936276;Los gustos musicales varian dependiendo de la persona
23981529C;THEMubIBHDtm;Giulia Ramble;11077 Morningstar Terrace;42.13633;1.818766;No la he visto desde el mes pasado
79914658U;LbIFjmzTz;Boris Moret;49892 Warbler Center;38.90736;2.67053;Este era el quinto libro de Rodica
20655389G;WhqRugk;Lacy Allam;7159 Westport Plaza;39.347799;2.155247;El habia vuelto de China
66754654D;hBjthp;Frieda Maydway;9800 Erie Street;35.963272;-6.653252;El volvio de China
20380977M;t60I6Z;Fianna Labon;37 Old Gate Parkway;39.735044;-4.46204;Preferiria ir al museo de arte que ir al cine
66886064R;lVS8EL;Thomas Bagenal;1 Straubel Parkway;42.968124;2.100789;Estos son mis zapatos y esos son los tuyos
42538137X;GcoPsuW1;Beverley Hordell;576 Morning Lane;41.28421;-5.786012;No me opongo a que vayas a trabajar fuera de casa pero quien se ocupara de los ninos
88204424C;4RJx6QfLl;Jay Scurry;975 Sage Crossing;40.355018;2.492689;Nuestro frigorifico esta estropeado
62204705Y;HX1ooXM;Dion Accum;426 Boyd Crossing;41.835101;-1.599434;Es dificil hablar ingles
94748619C;N8to1DuxxG;Salomi Borg;793 Bluestem Pass;41.41371;-4.71061;El profesor Hudson es amigo de mi padre
79663196S;3KUzm2C6L;Aldric Yitshak;04218 Loftsgordon Trail;40.564775;0.591628;Tienes que responder a la pregunta
97440655N;5uCXJm0DQUMA;Natty Fontell;72 Kinsman Place;41.471005;0.451382;Mantenemos que el no es culpable
02341416R;A1kDnc8;Norma Laurens;5 Northport Circle;37.367098;-4.720917;Vamos a dar una vuelta en mi coche
62362255B;Lt8rD4gGBkt;Alanna Koche;94056 Stoughton Avenue;41.921027;-9.171247;El es mas famoso que Taro
59937833K;l1E3OL7s;Phaedra Lyste;3 Del Mar Plaza;41.592673;-8.407255;Por que el dejo la ciudad tan de repente sigue siendo un misterio
50974415W;tVXM4z3P3dD;Lorrie Triggel;9 Village Green Pass;36.572127;-0.424677;Muchisimas gracias por tu ayuda
46010574W;6QhM5JW;Faythe Matthiesen;4 Waywood Junction;38.83899;-3.318164;Ya estoy de vuelta
44781251J;Gsn5ct;Belle Flipsen;86957 Holmberg Center;37.865695;-2.954532;Pensaba que te daria gusto verme
72807337M;pdDB8eWYXhjS;Ellen Hedges;03 Lakewood Point;42.649317;-4.458163;Creia que te alegrarias de verme
37840965X;xOoUYocuq;Latisha Barkaway;60 Steensland Trail;40.516327;-5.562703;No pongas todos los huevos en la misma canasta
39434390I;wjlBs74wxa;Corella Badby;9932 Crownhardt Alley;36.439116;-8.174385;Dices algo y luego haces justo lo contrario
95660164B;L2muqXsevDMO;Ryun Liversley;679 Corben Lane;40.300289;1.362311;El diablo me obligo a hacerlo
